"Subscricao","Recurso","Tipo","GrupoRecursos","TagChave","TagValor"
"PLANAPP-hub-sub001","pla-we-nprd-shared-agw002-pip001","Microsoft.Network/publicIPAddresses","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","pla-we-nprd-shared-agw002-polic001-global","Microsoft.Network/applicationGatewayWebApplicationFirewallPolicies","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","NetworkWatcher_northeurope","Microsoft.Network/networkWatchers","NetworkWatcherRG","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","siail.planapp.gov.pt","Microsoft.Network/dnszones","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","pla-we-hub-ExRgw001-ip","Microsoft.Network/publicIPAddresses","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","nsg-snet-mgnt-001","Microsoft.Network/networkSecurityGroups","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","planapp.gov.pt/hub","Microsoft.Network/privateDnsZones/virtualNetworkLinks","pla-we-shared-hub-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","vm-hub-addc-01_OsDisk_1_e14f05d3a2d0482bbb33795c223a94e5","Microsoft.Compute/disks","PLA-WE-SHARED-HUB-RG001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","privatelink.adf.azure.com/linktohub","Microsoft.Network/privateDnsZones/virtualNetworkLinks","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","privatelink.database.windows.net/linktohub","Microsoft.Network/privateDnsZones/virtualNetworkLinks","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","privatelink.blob.core.windows.net/qg6yowztrdfd6","Microsoft.Network/privateDnsZones/virtualNetworkLinks","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","privatelink.datafactory.azure.net/qg6yowztrdfd6","Microsoft.Network/privateDnsZones/virtualNetworkLinks","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","privatelink.database.windows.net/qg6yowztrdfd6","Microsoft.Network/privateDnsZones/virtualNetworkLinks","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","privatelink.datafactory.azure.net","Microsoft.Network/privateDnsZones","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","pla-we-hub-shared-vnet001","Microsoft.Network/virtualNetworks","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","pla-we-hub-shared-vnet001","Microsoft.Network/virtualNetworks","pla-we-hub-netsec-rg001","Scope","Network and Security"
"PLANAPP-hub-sub001","pla-we-hub-shared-vnet001","Microsoft.Network/virtualNetworks","pla-we-hub-netsec-rg001","Project","N.A."
"PLANAPP-hub-sub001","pla-we-hub-shared-vnet001","Microsoft.Network/virtualNetworks","pla-we-hub-netsec-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-hub-sub001","pla-we-hub-shared-vnet001","Microsoft.Network/virtualNetworks","pla-we-hub-netsec-rg001","Environment","Hub"
"PLANAPP-hub-sub001","privatelink.blob.core.windows.net/linktohub","Microsoft.Network/privateDnsZones/virtualNetworkLinks","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","privatelink.blob.core.windows.net","Microsoft.Network/privateDnsZones","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","privatelink.adf.azure.com/qg6yowztrdfd6","Microsoft.Network/privateDnsZones/virtualNetworkLinks","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","pla-we-shared-hub-afw001-polic001","Microsoft.Network/firewallPolicies","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","pla-we-shared-hub-afw001-polic001","Microsoft.Network/firewallPolicies","pla-we-hub-netsec-rg001","Environment","Hub"
"PLANAPP-hub-sub001","pla-we-shared-hub-afw001-polic001","Microsoft.Network/firewallPolicies","pla-we-hub-netsec-rg001","Project","N.A."
"PLANAPP-hub-sub001","pla-we-shared-hub-afw001-polic001","Microsoft.Network/firewallPolicies","pla-we-hub-netsec-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-hub-sub001","pla-we-shared-hub-afw001-polic001","Microsoft.Network/firewallPolicies","pla-we-hub-netsec-rg001","Scope","Network and Security"
"PLANAPP-hub-sub001","privatelink.database.windows.net","Microsoft.Network/privateDnsZones","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","vm-hub-addc-01/AzureNetworkWatcherExtension","Microsoft.Compute/virtualMachines/extensions","PLA-WE-SHARED-HUB-RG001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","vm-hub-mgmt001/enablevmAccess","Microsoft.Compute/virtualMachines/extensions","pla-we-shared-mgmt-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","appgatway-managment-identity","Microsoft.ManagedIdentity/userAssignedIdentities","pla-we-shared-hub-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","privatelink.datafactory.azure.net/linktohub","Microsoft.Network/privateDnsZones/virtualNetworkLinks","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","privatelink.adf.azure.com","Microsoft.Network/privateDnsZones","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","planapp.gov.pt","Microsoft.Network/privateDnsZones","pla-we-shared-hub-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","lab2050.planapp.pt","Microsoft.Network/dnszones","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","SecurityInsights(pla-we-hub-netsec-law001)","Microsoft.OperationsManagement/solutions","pla-we-shared-mgmt-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","vm-hub-test-001-nsg","Microsoft.Network/networkSecurityGroups","pla-we-shared-hub-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","vm-hub-test-001-ip","Microsoft.Network/publicIPAddresses","pla-we-shared-hub-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","vm-hub-test-001283_z1","Microsoft.Network/networkInterfaces","pla-we-shared-hub-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","vm-hub-test-001","Microsoft.Compute/virtualMachines","pla-we-shared-hub-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","vm-hub-test-001_OsDisk_1_f02d5d8739ca4a01bdbab224d3104f19","Microsoft.Compute/disks","PLA-WE-SHARED-HUB-RG001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","comunicacao.planapp.gov.pt","Microsoft.Network/dnszones","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","planapp.gov.pt/link-nprd-shared-vnet","Microsoft.Network/privateDnsZones/virtualNetworkLinks","pla-we-shared-hub-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","privatelink.azurewebsites.net","Microsoft.Network/privateDnsZones","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","privatelink.azurewebsites.net/linkto-pla-we-hub-shared-vnet001","Microsoft.Network/privateDnsZones/virtualNetworkLinks","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","ptsustentavel.gov.pt","Microsoft.Network/dnszones","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","pla-we-shared-dpr-001/dnsresolver002","Microsoft.Network/dnsResolvers/outboundEndpoints","pla-we-shared-hub-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","planapp.pt","Microsoft.Network/privateDnsZones","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","planapp.pt/link-pla-we-hub-shared-vnet001","Microsoft.Network/privateDnsZones/virtualNetworkLinks","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","pla-we-hub-shared-vnet002","Microsoft.Network/virtualNetworks","pla-we-shared-hub-rg002","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","pla-we-prd-shared-agw001-pip001","Microsoft.Network/publicIPAddresses","pla-we-shared-hub-rg002","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","pla-we-prd-shared-agw001-polic001-global","Microsoft.Network/applicationGatewayWebApplicationFirewallPolicies","pla-we-shared-hub-rg002","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","pla-we-prd-shared-agw001","Microsoft.Network/applicationGateways","pla-we-shared-hub-rg002","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","pla-we-hub-apicenter-001","Microsoft.ApiCenter/services","pla-we-hub-apigov-rg001","Subscription","Hub"
"PLANAPP-hub-sub001","planapp.pt/link-pla-sc-nprd-staging-vnet001","Microsoft.Network/privateDnsZones/virtualNetworkLinks","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","pla-we-shared-dpr-001/dnsresolver001","Microsoft.Network/dnsResolvers/inboundEndpoints","pla-we-shared-hub-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","pla-we-hub-shared-bas001-pip001","Microsoft.Network/publicIPAddresses","pla-we-shared-mgmt-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","pla-we-hub-shared-bas001-pip001","Microsoft.Network/publicIPAddresses","pla-we-shared-mgmt-rg001","Environment","Hub"
"PLANAPP-hub-sub001","pla-we-hub-shared-bas001-pip001","Microsoft.Network/publicIPAddresses","pla-we-shared-mgmt-rg001","Project","N.A."
"PLANAPP-hub-sub001","pla-we-hub-shared-bas001-pip001","Microsoft.Network/publicIPAddresses","pla-we-shared-mgmt-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-hub-sub001","pla-we-hub-shared-bas001-pip001","Microsoft.Network/publicIPAddresses","pla-we-shared-mgmt-rg001","Scope","Management"
"PLANAPP-hub-sub001","pla-we-hub-shared-bas001","Microsoft.Network/bastionHosts","pla-we-shared-mgmt-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","pla-we-hub-shared-bas001","Microsoft.Network/bastionHosts","pla-we-shared-mgmt-rg001","Environment","Hub"
"PLANAPP-hub-sub001","pla-we-hub-shared-bas001","Microsoft.Network/bastionHosts","pla-we-shared-mgmt-rg001","Project","N.A."
"PLANAPP-hub-sub001","pla-we-hub-shared-bas001","Microsoft.Network/bastionHosts","pla-we-shared-mgmt-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-hub-sub001","pla-we-hub-shared-bas001","Microsoft.Network/bastionHosts","pla-we-shared-mgmt-rg001","Scope","Management"
"PLANAPP-hub-sub001","pla-we-hub-netsec-law001","Microsoft.OperationalInsights/workspaces","pla-we-shared-mgmt-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","pla-we-hub-netsec-law001","Microsoft.OperationalInsights/workspaces","pla-we-shared-mgmt-rg001","Environment","Hub"
"PLANAPP-hub-sub001","pla-we-hub-netsec-law001","Microsoft.OperationalInsights/workspaces","pla-we-shared-mgmt-rg001","Project","N.A."
"PLANAPP-hub-sub001","pla-we-hub-netsec-law001","Microsoft.OperationalInsights/workspaces","pla-we-shared-mgmt-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-hub-sub001","pla-we-hub-netsec-law001","Microsoft.OperationalInsights/workspaces","pla-we-shared-mgmt-rg001","Scope","Management"
"PLANAPP-hub-sub001","vm-hub-mgmt001","Microsoft.Compute/virtualMachines","pla-we-shared-mgmt-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","vm-hub-mgmt001","Microsoft.Compute/virtualMachines","pla-we-shared-mgmt-rg001","Environment","Hub"
"PLANAPP-hub-sub001","vm-hub-mgmt001","Microsoft.Compute/virtualMachines","pla-we-shared-mgmt-rg001","Project","N.A."
"PLANAPP-hub-sub001","vm-hub-mgmt001","Microsoft.Compute/virtualMachines","pla-we-shared-mgmt-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-hub-sub001","vm-hub-mgmt001","Microsoft.Compute/virtualMachines","pla-we-shared-mgmt-rg001","Scope","Management"
"PLANAPP-hub-sub001","shutdown-computevm-vm-hub-mgmt001","Microsoft.DevTestLab/schedules","pla-we-shared-mgmt-rg001","environment","HUB"
"PLANAPP-hub-sub001","eab62740-f3b0-40ed-9c32-ca2fb30605eb","microsoft.insights/workbooks","pla-we-shared-mgmt-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","eab62740-f3b0-40ed-9c32-ca2fb30605eb","microsoft.insights/workbooks","pla-we-shared-mgmt-rg001","Environment","Hub"
"PLANAPP-hub-sub001","eab62740-f3b0-40ed-9c32-ca2fb30605eb","microsoft.insights/workbooks","pla-we-shared-mgmt-rg001","Project","N.A."
"PLANAPP-hub-sub001","eab62740-f3b0-40ed-9c32-ca2fb30605eb","microsoft.insights/workbooks","pla-we-shared-mgmt-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-hub-sub001","eab62740-f3b0-40ed-9c32-ca2fb30605eb","microsoft.insights/workbooks","pla-we-shared-mgmt-rg001","Scope","Management"
"PLANAPP-hub-sub001","eab62740-f3b0-40ed-9c32-ca2fb30605eb","microsoft.insights/workbooks","pla-we-shared-mgmt-rg001","hidden-title","HUB - Azure Monitor Workbook for Azure Firewall"
"PLANAPP-hub-sub001","lab2050.pt","Microsoft.Network/dnszones","pla-we-hub-netsec-rg001","Scope","Network and Security"
"PLANAPP-hub-sub001","lab2050.pt","Microsoft.Network/dnszones","pla-we-hub-netsec-rg001","Environment","Prd"
"PLANAPP-hub-sub001","lab2050.pt","Microsoft.Network/dnszones","pla-we-hub-netsec-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-hub-sub001","lab2050.pt","Microsoft.Network/dnszones","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","vm-hub-mgmt001-nic001","Microsoft.Network/networkInterfaces","pla-we-shared-mgmt-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","vm-hub-mgmt001-nic001","Microsoft.Network/networkInterfaces","pla-we-shared-mgmt-rg001","Environment","Hub"
"PLANAPP-hub-sub001","vm-hub-mgmt001-nic001","Microsoft.Network/networkInterfaces","pla-we-shared-mgmt-rg001","Project","N.A."
"PLANAPP-hub-sub001","vm-hub-mgmt001-nic001","Microsoft.Network/networkInterfaces","pla-we-shared-mgmt-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-hub-sub001","vm-hub-mgmt001-nic001","Microsoft.Network/networkInterfaces","pla-we-shared-mgmt-rg001","Scope","Management"
"PLANAPP-hub-sub001","plawehublogssa001","Microsoft.Storage/storageAccounts","pla-we-shared-mgmt-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","plawehublogssa001","Microsoft.Storage/storageAccounts","pla-we-shared-mgmt-rg001","Environment","Hub"
"PLANAPP-hub-sub001","plawehublogssa001","Microsoft.Storage/storageAccounts","pla-we-shared-mgmt-rg001","Project","N.A."
"PLANAPP-hub-sub001","plawehublogssa001","Microsoft.Storage/storageAccounts","pla-we-shared-mgmt-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-hub-sub001","plawehublogssa001","Microsoft.Storage/storageAccounts","pla-we-shared-mgmt-rg001","Scope","Management"
"PLANAPP-hub-sub001","f41139da-2636-4fdc-8dc5-5d28a4eb1c0a","microsoft.insights/workbooks","pla-we-shared-mgmt-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","f41139da-2636-4fdc-8dc5-5d28a4eb1c0a","microsoft.insights/workbooks","pla-we-shared-mgmt-rg001","Environment","Hub"
"PLANAPP-hub-sub001","f41139da-2636-4fdc-8dc5-5d28a4eb1c0a","microsoft.insights/workbooks","pla-we-shared-mgmt-rg001","Project","N.A."
"PLANAPP-hub-sub001","f41139da-2636-4fdc-8dc5-5d28a4eb1c0a","microsoft.insights/workbooks","pla-we-shared-mgmt-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-hub-sub001","f41139da-2636-4fdc-8dc5-5d28a4eb1c0a","microsoft.insights/workbooks","pla-we-shared-mgmt-rg001","Scope","Management"
"PLANAPP-hub-sub001","f41139da-2636-4fdc-8dc5-5d28a4eb1c0a","microsoft.insights/workbooks","pla-we-shared-mgmt-rg001","hidden-title","HUB - Application Gateway WAF Triage"
"PLANAPP-hub-sub001","pla-we-hub-shared-vnet001-GatewaySubnet-rt001","Microsoft.Network/routeTables","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","pla-we-hub-shared-vnet001-GatewaySubnet-rt001","Microsoft.Network/routeTables","pla-we-hub-netsec-rg001","scope","Network and Security"
"PLANAPP-hub-sub001","pla-we-hub-shared-vnet001-GatewaySubnet-rt001","Microsoft.Network/routeTables","pla-we-hub-netsec-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-hub-sub001","pla-we-hub-shared-vnet001-GatewaySubnet-rt001","Microsoft.Network/routeTables","pla-we-hub-netsec-rg001","environment","Hub"
"PLANAPP-hub-sub001","vm-hub-mgmt001-OSDisk","Microsoft.Compute/disks","PLA-WE-SHARED-MGMT-RG001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","vm-hub-mgmt001-OSDisk","Microsoft.Compute/disks","PLA-WE-SHARED-MGMT-RG001","Environment","Hub"
"PLANAPP-hub-sub001","vm-hub-mgmt001-OSDisk","Microsoft.Compute/disks","PLA-WE-SHARED-MGMT-RG001","Project","N.A."
"PLANAPP-hub-sub001","vm-hub-mgmt001-OSDisk","Microsoft.Compute/disks","PLA-WE-SHARED-MGMT-RG001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-hub-sub001","vm-hub-mgmt001-OSDisk","Microsoft.Compute/disks","PLA-WE-SHARED-MGMT-RG001","Scope","Management"
"PLANAPP-hub-sub001","congressodofuturo.pt","Microsoft.Network/dnszones","pla-we-hub-netsec-rg001","Scope","Network and Security"
"PLANAPP-hub-sub001","congressodofuturo.pt","Microsoft.Network/dnszones","pla-we-hub-netsec-rg001","Environment","Prd"
"PLANAPP-hub-sub001","congressodofuturo.pt","Microsoft.Network/dnszones","pla-we-hub-netsec-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-hub-sub001","congressodofuturo.pt","Microsoft.Network/dnszones","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","pla-we-shared-dpr-001","Microsoft.Network/dnsResolvers","pla-we-shared-hub-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","pla-we-hub-shared-vnet001-vgw001","Microsoft.Network/virtualNetworkGateways","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","pla-we-hub-shared-vnet001-vgw001","Microsoft.Network/virtualNetworkGateways","pla-we-hub-netsec-rg001","Environment","Hub"
"PLANAPP-hub-sub001","pla-we-hub-shared-vnet001-vgw001","Microsoft.Network/virtualNetworkGateways","pla-we-hub-netsec-rg001","Project","N.A."
"PLANAPP-hub-sub001","pla-we-hub-shared-vnet001-vgw001","Microsoft.Network/virtualNetworkGateways","pla-we-hub-netsec-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-hub-sub001","pla-we-hub-shared-vnet001-vgw001","Microsoft.Network/virtualNetworkGateways","pla-we-hub-netsec-rg001","Scope","Network and Security"
"PLANAPP-hub-sub001","pla-we-hub-shared-vnet001-vgw001-pip001","Microsoft.Network/publicIPAddresses","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","pla-we-hub-shared-vnet001-vgw001-pip001","Microsoft.Network/publicIPAddresses","pla-we-hub-netsec-rg001","Environment","Hub"
"PLANAPP-hub-sub001","pla-we-hub-shared-vnet001-vgw001-pip001","Microsoft.Network/publicIPAddresses","pla-we-hub-netsec-rg001","Project","N.A."
"PLANAPP-hub-sub001","pla-we-hub-shared-vnet001-vgw001-pip001","Microsoft.Network/publicIPAddresses","pla-we-hub-netsec-rg001","Owner","cesar.rosa@planapp.gov.pt"
"PLANAPP-hub-sub001","pla-we-hub-shared-vnet001-vgw001-pip001","Microsoft.Network/publicIPAddresses","pla-we-hub-netsec-rg001","Scope","Network and Security"
"PLANAPP-hub-sub001","pla-we-hub-shared-vnet001-pla-pt-prd-ff-lgw001-cn001","Microsoft.Network/connections","pla-we-hub-netsec-rg001","Subscription","PlanApp-hub-sub001"
"PLANAPP-hub-sub001","pla-we-hub-shared-vnet001-pla-pt-prd-ff-lgw001-cn001","Microsoft.Network/connections","pla-we-hub-netsec-rg001","Environment","Hub"
"PLANAPP-hub-sub001","pla-we-hub-shared-vnet001-pla-pt-prd-ff-lgw001-cn001","Microsoft.Network/connections","pla-we-hub-netsec-rg001","Project","N.A."
